frame.number,frame.time,frame.time_delta,frame.cumulative,frame.len,mac-lte.rnti,mac-lte.direction,Application
18829,Jul 26 2019 19:28:10.399307000 MST,0.001044,210.211214,3978,70,1,amazon
18830,Jul 26 2019 19:28:10.400208000 MST,0.000901,210.212115,2496,70,1,amazon
18831,Jul 26 2019 19:28:10.401359000 MST,0.001151,210.213266,2784,70,1,amazon
18832,Jul 26 2019 19:28:10.402360000 MST,0.001001,210.214267,2784,70,1,amazon
18833,Jul 26 2019 19:28:10.403230000 MST,0.00087,210.215137,2784,70,1,amazon
18834,Jul 26 2019 19:28:10.404376000 MST,0.001146,210.216283,1398,70,1,amazon
18835,Jul 26 2019 19:28:10.412361000 MST,0.007985,210.224268,3978,70,1,amazon
18836,Jul 26 2019 19:28:10.413376000 MST,0.001015,210.225283,3978,70,1,amazon
18837,Jul 26 2019 19:28:10.414280000 MST,0.000904,210.226187,3557,70,1,amazon
18838,Jul 26 2019 19:28:10.415322000 MST,0.001042,210.227229,3978,70,1,amazon
18839,Jul 26 2019 19:28:10.416197000 MST,0.000875,210.228104,3978,70,1,amazon
18840,Jul 26 2019 19:28:10.417275000 MST,0.001078,210.229182,3978,70,1,amazon
18841,Jul 26 2019 19:28:10.418428000 MST,0.001153,210.230335,3978,70,1,amazon
18842,Jul 26 2019 19:28:10.419231000 MST,0.000803,210.231138,3978,70,1,amazon
18843,Jul 26 2019 19:28:10.422302000 MST,0.003071,210.234209,548,70,0,amazon
18844,Jul 26 2019 19:28:10.428279000 MST,0.005977,210.240186,3978,70,1,amazon
18845,Jul 26 2019 19:28:10.429378000 MST,0.001099,210.241285,3978,70,1,amazon
18846,Jul 26 2019 19:28:10.430236000 MST,0.000858,210.242143,3978,70,1,amazon
18847,Jul 26 2019 19:28:10.431315000 MST,0.001079,210.243222,3978,70,1,amazon
18848,Jul 26 2019 19:28:10.432397000 MST,0.001082,210.244304,3978,70,1,amazon
18849,Jul 26 2019 19:28:10.433287000 MST,0.00089,210.245194,3978,70,1,amazon
18850,Jul 26 2019 19:28:10.434366000 MST,0.001079,210.246273,3557,70,1,amazon
18851,Jul 26 2019 19:28:10.435399000 MST,0.001033,210.247306,3978,70,1,amazon
18852,Jul 26 2019 19:28:10.439280000 MST,0.003881,210.251187,3978,70,1,amazon
18853,Jul 26 2019 19:28:10.442347000 MST,0.003067,210.254254,548,70,0,amazon
18854,Jul 26 2019 19:28:10.444284000 MST,0.001937,210.256191,3978,70,1,amazon
18855,Jul 26 2019 19:28:10.445312000 MST,0.001028,210.257219,3978,70,1,amazon
18856,Jul 26 2019 19:28:10.446382000 MST,0.00107,210.258289,3978,70,1,amazon
18857,Jul 26 2019 19:28:10.448379000 MST,0.001997,210.260286,3978,70,1,amazon
18858,Jul 26 2019 19:28:10.449218000 MST,0.000839,210.261125,3978,70,1,amazon
18859,Jul 26 2019 19:28:10.450367000 MST,0.001149,210.262274,3978,70,1,amazon
18860,Jul 26 2019 19:28:10.451334000 MST,0.000967,210.263241,372,70,0,amazon
18861,Jul 26 2019 19:28:10.451383000 MST,4.90E-05,210.26329,3978,70,1,amazon
18862,Jul 26 2019 19:28:10.453321000 MST,0.001938,210.265228,3978,70,1,amazon
18863,Jul 26 2019 19:28:10.454449000 MST,0.001128,210.266356,3557,70,1,amazon
18864,Jul 26 2019 19:28:10.455250000 MST,0.000801,210.267157,3978,70,1,amazon
18865,Jul 26 2019 19:28:10.460271000 MST,0.005021,210.272178,660,70,0,amazon
18866,Jul 26 2019 19:28:10.460365000 MST,9.40E-05,210.272272,3978,70,1,amazon
18867,Jul 26 2019 19:28:10.464326000 MST,0.003961,210.276233,3978,70,1,amazon
18868,Jul 26 2019 19:28:10.465340000 MST,0.001014,210.277247,3978,70,1,amazon
18869,Jul 26 2019 19:28:10.466220000 MST,0.00088,210.278127,3978,70,1,amazon
18870,Jul 26 2019 19:28:10.467308000 MST,0.001088,210.279215,3978,70,1,amazon
18871,Jul 26 2019 19:28:10.469340000 MST,0.002032,210.281247,886,70,0,amazon
18872,Jul 26 2019 19:28:10.470320000 MST,0.00098,210.282227,3978,70,1,amazon
18873,Jul 26 2019 19:28:10.471188000 MST,0.000868,210.283095,3978,70,1,amazon
18874,Jul 26 2019 19:28:10.473316000 MST,0.002128,210.285223,3978,70,1,amazon
18875,Jul 26 2019 19:28:10.474260000 MST,0.000944,210.286167,3557,70,1,amazon
18876,Jul 26 2019 19:28:10.476349000 MST,0.002089,210.288256,3978,70,1,amazon
18877,Jul 26 2019 19:28:10.477275000 MST,0.000926,210.289182,3978,70,1,amazon
18878,Jul 26 2019 19:28:10.480287000 MST,0.003012,210.292194,3978,70,1,amazon
18879,Jul 26 2019 19:28:10.482263000 MST,0.001976,210.29417,548,70,0,amazon
18880,Jul 26 2019 19:28:10.483294000 MST,0.001031,210.295201,3978,70,1,amazon
18881,Jul 26 2019 19:28:10.484409000 MST,0.001115,210.296316,3978,70,1,amazon
18882,Jul 26 2019 19:28:10.486315000 MST,0.001906,210.298222,3978,70,1,amazon
18883,Jul 26 2019 19:28:10.487356000 MST,0.001041,210.299263,3978,70,1,amazon
18884,Jul 26 2019 19:28:10.489289000 MST,0.001933,210.301196,3978,70,1,amazon
18885,Jul 26 2019 19:28:10.490418000 MST,0.001129,210.302325,3978,70,1,amazon
18886,Jul 26 2019 19:28:10.493190000 MST,0.002772,210.305097,3978,70,1,amazon
18887,Jul 26 2019 19:28:10.499225000 MST,0.006035,210.311132,3978,70,1,amazon
18888,Jul 26 2019 19:28:10.500339000 MST,0.001114,210.312246,3978,70,1,amazon
18889,Jul 26 2019 19:28:10.502313000 MST,0.001974,210.31422,548,70,0,amazon
18890,Jul 26 2019 19:28:10.502343000 MST,3.00E-05,210.31425,3978,70,1,amazon
18891,Jul 26 2019 19:28:10.503343000 MST,0.001,210.31525,3978,70,1,amazon
18892,Jul 26 2019 19:28:10.504240000 MST,0.000897,210.316147,3978,70,1,amazon
18893,Jul 26 2019 19:28:10.505257000 MST,0.001017,210.317164,3978,70,1,amazon
18894,Jul 26 2019 19:28:10.506374000 MST,0.001117,210.318281,3978,70,1,amazon
18895,Jul 26 2019 19:28:10.509336000 MST,0.002962,210.321243,3978,70,1,amazon
18896,Jul 26 2019 19:28:10.516328000 MST,0.006992,210.328235,3978,70,1,amazon
18897,Jul 26 2019 19:28:10.518260000 MST,0.001932,210.330167,3978,70,1,amazon
18898,Jul 26 2019 19:28:10.519272000 MST,0.001012,210.331179,3978,70,1,amazon
18899,Jul 26 2019 19:28:10.520388000 MST,0.001116,210.332295,3978,70,1,amazon
18900,Jul 26 2019 19:28:10.521226000 MST,0.000838,210.333133,3978,70,1,amazon
18901,Jul 26 2019 19:28:10.522361000 MST,0.001135,210.334268,548,70,0,amazon
18902,Jul 26 2019 19:28:10.522409000 MST,4.80E-05,210.334316,3978,70,1,amazon
18903,Jul 26 2019 19:28:10.523392000 MST,0.000983,210.335299,3978,70,1,amazon
18904,Jul 26 2019 19:28:10.525324000 MST,0.001932,210.337231,3978,70,1,amazon
18905,Jul 26 2019 19:28:10.532303000 MST,0.006979,210.34421,3978,70,1,amazon
18906,Jul 26 2019 19:28:10.534400000 MST,0.002097,210.346307,3557,70,1,amazon
18907,Jul 26 2019 19:28:10.535248000 MST,0.000848,210.347155,3978,70,1,amazon
18908,Jul 26 2019 19:28:10.536357000 MST,0.001109,210.348264,3978,70,1,amazon
18909,Jul 26 2019 19:28:10.537191000 MST,0.000834,210.349098,3978,70,1,amazon
18910,Jul 26 2019 19:28:10.538302000 MST,0.001111,210.350209,3978,70,1,amazon
18911,Jul 26 2019 19:28:10.539318000 MST,0.001016,210.351225,3978,70,1,amazon
18912,Jul 26 2019 19:28:10.541273000 MST,0.001955,210.35318,3978,70,1,amazon
18913,Jul 26 2019 19:28:10.542413000 MST,0.00114,210.35432,548,70,0,amazon
18914,Jul 26 2019 19:28:10.548245000 MST,0.005832,210.360152,3978,70,1,amazon
18915,Jul 26 2019 19:28:10.549255000 MST,0.00101,210.361162,3978,70,1,amazon
18916,Jul 26 2019 19:28:10.550366000 MST,0.001111,210.362273,3978,70,1,amazon
18917,Jul 26 2019 19:28:10.551210000 MST,0.000844,210.363117,3978,70,1,amazon
18918,Jul 26 2019 19:28:10.552320000 MST,0.00111,210.364227,3978,70,1,amazon
18919,Jul 26 2019 19:28:10.553335000 MST,0.001015,210.365242,3978,70,1,amazon
18920,Jul 26 2019 19:28:10.554278000 MST,0.000943,210.366185,3557,70,1,amazon
18921,Jul 26 2019 19:28:10.555288000 MST,0.00101,210.367195,3978,70,1,amazon
18922,Jul 26 2019 19:28:10.559189000 MST,0.003901,210.371096,3978,70,1,amazon
18923,Jul 26 2019 19:28:10.562279000 MST,0.00309,210.374186,548,70,0,amazon
18924,Jul 26 2019 19:28:10.564385000 MST,0.002106,210.376292,3978,70,1,amazon
18925,Jul 26 2019 19:28:10.565232000 MST,0.000847,210.377139,3978,70,1,amazon
18926,Jul 26 2019 19:28:10.566340000 MST,0.001108,210.378247,2067,70,1,amazon
18927,Jul 26 2019 19:28:10.582341000 MST,0.016001,210.394248,548,70,0,amazon
18928,Jul 26 2019 19:28:10.602424000 MST,0.020083,210.414331,548,70,0,amazon
18929,Jul 26 2019 19:28:12.382370000 MST,1.779946,212.194277,548,70,0,amazon
18930,Jul 26 2019 19:28:12.395301000 MST,0.012931,212.207208,660,70,1,amazon
18931,Jul 26 2019 19:28:12.396356000 MST,0.001055,212.208263,3557,70,1,amazon
18932,Jul 26 2019 19:28:12.397204000 MST,0.000848,212.209111,3557,70,1,amazon
18933,Jul 26 2019 19:28:12.398265000 MST,0.001061,212.210172,3557,70,1,amazon
18934,Jul 26 2019 19:28:12.399318000 MST,0.001053,212.211225,3197,70,1,amazon
18935,Jul 26 2019 19:28:12.400238000 MST,0.00092,212.212145,3557,70,1,amazon
18936,Jul 26 2019 19:28:12.401310000 MST,0.001072,212.213217,3557,70,1,amazon
18937,Jul 26 2019 19:28:12.402420000 MST,0.00111,212.214327,1350,70,1,amazon
18938,Jul 26 2019 19:28:12.403270000 MST,0.00085,212.215177,1350,70,1,amazon
18939,Jul 26 2019 19:28:12.404362000 MST,0.001092,212.216269,3437,70,1,amazon
18940,Jul 26 2019 19:28:12.406359000 MST,0.001997,212.218266,3557,70,1,amazon
18941,Jul 26 2019 19:28:12.409261000 MST,0.002902,212.221168,3197,70,1,amazon
18942,Jul 26 2019 19:28:12.410385000 MST,0.001124,212.222292,1350,70,1,amazon
18943,Jul 26 2019 19:28:12.422290000 MST,0.011905,212.234197,548,70,0,amazon
18944,Jul 26 2019 19:28:12.442336000 MST,0.020046,212.254243,548,70,0,amazon
18945,Jul 26 2019 19:28:12.451317000 MST,0.008981,212.263224,372,70,0,amazon
18946,Jul 26 2019 19:28:14.402394000 MST,1.951077,214.214301,548,70,0,amazon
18947,Jul 26 2019 19:28:14.414267000 MST,0.011873,214.226174,2976,70,1,amazon
18948,Jul 26 2019 19:28:14.415258000 MST,0.000991,214.227165,3557,70,1,amazon
18949,Jul 26 2019 19:28:14.416366000 MST,0.001108,214.228273,3557,70,1,amazon
18950,Jul 26 2019 19:28:14.417204000 MST,0.000838,214.229111,3557,70,1,amazon
18951,Jul 26 2019 19:28:14.418315000 MST,0.001111,214.230222,1446,70,1,amazon
18952,Jul 26 2019 19:28:14.419152000 MST,0.000837,214.231059,1350,70,1,amazon
18953,Jul 26 2019 19:28:14.420261000 MST,0.001109,214.232168,2688,70,1,amazon
18954,Jul 26 2019 19:28:14.421281000 MST,0.00102,214.233188,2688,70,1,amazon
18955,Jul 26 2019 19:28:14.426344000 MST,0.005063,214.238251,3557,70,1,amazon
18956,Jul 26 2019 19:28:14.427345000 MST,0.001001,214.239252,3557,70,1,amazon
18957,Jul 26 2019 19:28:14.429294000 MST,0.001949,214.241201,3197,70,1,amazon
18958,Jul 26 2019 19:28:14.430229000 MST,0.000935,214.242136,3557,70,1,amazon
18959,Jul 26 2019 19:28:14.442311000 MST,0.012082,214.254218,548,70,0,amazon
18960,Jul 26 2019 19:28:14.462361000 MST,0.02005,214.274268,548,70,0,amazon
18961,Jul 26 2019 19:28:14.471176000 MST,0.008815,214.283083,372,70,0,amazon
18962,Jul 26 2019 19:28:16.382336000 MST,1.91116,216.194243,548,70,0,amazon
18963,Jul 26 2019 19:28:16.391321000 MST,0.008985,216.203228,268,70,0,amazon
18964,Jul 26 2019 19:28:16.395272000 MST,0.003951,216.207179,3557,70,1,amazon
18965,Jul 26 2019 19:28:16.396306000 MST,0.001034,216.208213,3557,70,1,amazon
18966,Jul 26 2019 19:28:16.397147000 MST,0.000841,216.209054,3557,70,1,amazon
18967,Jul 26 2019 19:28:16.398252000 MST,0.001105,216.210159,3557,70,1,amazon
18968,Jul 26 2019 19:28:16.399295000 MST,0.001043,216.211202,1542,70,1,amazon
18969,Jul 26 2019 19:28:16.400173000 MST,0.000878,216.21208,2688,70,1,amazon
18970,Jul 26 2019 19:28:16.401221000 MST,0.001048,216.213128,1350,70,1,amazon
18971,Jul 26 2019 19:28:16.402336000 MST,0.001115,216.214243,3557,70,1,amazon
18972,Jul 26 2019 19:28:16.409274000 MST,0.006938,216.221181,3197,70,1,amazon
18973,Jul 26 2019 19:28:16.411204000 MST,0.00193,216.223111,3557,70,1,amazon
18974,Jul 26 2019 19:28:16.412281000 MST,0.001077,216.224188,3557,70,1,amazon
18975,Jul 26 2019 19:28:16.413316000 MST,0.001035,216.225223,3978,70,1,amazon
18976,Jul 26 2019 19:28:16.414227000 MST,0.000911,216.226134,3557,70,1,amazon
18977,Jul 26 2019 19:28:16.415266000 MST,0.001039,216.227173,3978,70,1,amazon
18978,Jul 26 2019 19:28:16.416361000 MST,0.001095,216.228268,3978,70,1,amazon
18979,Jul 26 2019 19:28:16.418308000 MST,0.001947,216.230215,3978,70,1,amazon
18980,Jul 26 2019 19:28:16.419166000 MST,0.000858,216.231073,3978,70,1,amazon
18981,Jul 26 2019 19:28:16.422244000 MST,0.003078,216.234151,548,70,0,amazon
18982,Jul 26 2019 19:28:16.425211000 MST,0.002967,216.237118,3978,70,1,amazon
18983,Jul 26 2019 19:28:16.428264000 MST,0.003053,216.240171,3978,70,1,amazon
18984,Jul 26 2019 19:28:16.429281000 MST,0.001017,216.241188,3978,70,1,amazon
18985,Jul 26 2019 19:28:16.430216000 MST,0.000935,216.242123,3978,70,1,amazon
18986,Jul 26 2019 19:28:16.431236000 MST,0.00102,216.243143,2880,70,1,amazon
18987,Jul 26 2019 19:28:16.434296000 MST,0.00306,216.246203,2784,70,1,amazon
18988,Jul 26 2019 19:28:16.440300000 MST,0.006004,216.252207,3978,70,1,amazon
18989,Jul 26 2019 19:28:16.441169000 MST,0.000869,216.253076,3978,70,1,amazon
18990,Jul 26 2019 19:28:16.442359000 MST,0.00119,216.254266,548,70,0,amazon
18991,Jul 26 2019 19:28:16.443278000 MST,0.000919,216.255185,2784,70,1,amazon
18992,Jul 26 2019 19:28:16.445255000 MST,0.001977,216.257162,1398,70,1,amazon
18993,Jul 26 2019 19:28:16.446331000 MST,0.001076,216.258238,1398,70,1,amazon
18994,Jul 26 2019 19:28:16.450272000 MST,0.003941,216.262179,2784,70,1,amazon
18995,Jul 26 2019 19:28:16.451373000 MST,0.001101,216.26328,548,70,0,amazon
18996,Jul 26 2019 19:28:16.452156000 MST,0.000783,216.264063,2784,70,1,amazon
18997,Jul 26 2019 19:28:16.455168000 MST,0.003012,216.267075,2784,70,1,amazon
18998,Jul 26 2019 19:28:16.459266000 MST,0.004098,216.271173,3978,70,1,amazon
18999,Jul 26 2019 19:28:16.460407000 MST,0.001141,216.272314,548,70,0,amazon
19000,Jul 26 2019 19:28:16.461230000 MST,0.000823,216.273137,3978,70,1,amazon
19001,Jul 26 2019 19:28:16.464259000 MST,0.003029,216.276166,2784,70,1,amazon
19002,Jul 26 2019 19:28:16.466246000 MST,0.001987,216.278153,2784,70,1,amazon
19003,Jul 26 2019 19:28:16.468360000 MST,0.002114,216.280267,1446,70,1,amazon
19004,Jul 26 2019 19:28:16.469264000 MST,0.000904,216.281171,790,70,0,amazon
19005,Jul 26 2019 19:28:16.470251000 MST,0.000987,216.282158,1206,70,1,amazon
19006,Jul 26 2019 19:28:16.471336000 MST,0.001085,216.283243,2784,70,1,amazon
19007,Jul 26 2019 19:28:16.475241000 MST,0.003905,216.287148,3978,70,1,amazon
19008,Jul 26 2019 19:28:16.477231000 MST,0.00199,216.289138,3978,70,1,amazon
19009,Jul 26 2019 19:28:16.480244000 MST,0.003013,216.292151,2784,70,1,amazon
19010,Jul 26 2019 19:28:16.482414000 MST,0.00217,216.294321,548,70,0,amazon
19011,Jul 26 2019 19:28:16.484309000 MST,0.001895,216.296216,2784,70,1,amazon
19012,Jul 26 2019 19:28:16.486320000 MST,0.002011,216.298227,1398,70,1,amazon
19013,Jul 26 2019 19:28:16.487301000 MST,0.000981,216.299208,1398,70,1,amazon
19014,Jul 26 2019 19:28:16.490321000 MST,0.00302,216.302228,2784,70,1,amazon
19015,Jul 26 2019 19:28:16.493344000 MST,0.003023,216.305251,2784,70,1,amazon
19016,Jul 26 2019 19:28:16.496185000 MST,0.002841,216.308092,3978,70,1,amazon
19017,Jul 26 2019 19:28:16.497210000 MST,0.001025,216.309117,1398,70,1,amazon
19018,Jul 26 2019 19:28:16.499163000 MST,0.001953,216.31107,2784,70,1,amazon
19019,Jul 26 2019 19:28:16.502275000 MST,0.003112,216.314182,548,70,0,amazon
19020,Jul 26 2019 19:28:16.502307000 MST,3.20E-05,216.314214,2784,70,1,amazon
19021,Jul 26 2019 19:28:16.506338000 MST,0.004031,216.318245,2784,70,1,amazon
19022,Jul 26 2019 19:28:16.508250000 MST,0.001912,216.320157,2784,70,1,amazon
19023,Jul 26 2019 19:28:16.511231000 MST,0.002981,216.323138,2784,70,1,amazon
19024,Jul 26 2019 19:28:16.515168000 MST,0.003937,216.327075,2784,70,1,amazon
19025,Jul 26 2019 19:28:16.517264000 MST,0.002096,216.329171,3978,70,1,amazon
19026,Jul 26 2019 19:28:16.518266000 MST,0.001002,216.330173,2592,70,1,amazon
19027,Jul 26 2019 19:28:16.520292000 MST,0.002026,216.332199,1398,70,1,amazon
19028,Jul 26 2019 19:28:16.521166000 MST,0.000874,216.333073,2784,70,1,amazon
19029,Jul 26 2019 19:28:16.522298000 MST,0.001132,216.334205,548,70,0,amazon
19030,Jul 26 2019 19:28:16.524231000 MST,0.001933,216.336138,2784,70,1,amazon
19031,Jul 26 2019 19:28:16.527224000 MST,0.002993,216.339131,2784,70,1,amazon
19032,Jul 26 2019 19:28:16.530257000 MST,0.003033,216.342164,2784,70,1,amazon
19033,Jul 26 2019 19:28:16.531306000 MST,0.001049,216.343213,3978,70,1,amazon
19034,Jul 26 2019 19:28:16.533259000 MST,0.001953,216.345166,3978,70,1,amazon
19035,Jul 26 2019 19:28:16.536318000 MST,0.003059,216.348225,2784,70,1,amazon
19036,Jul 26 2019 19:28:16.540226000 MST,0.003908,216.352133,3978,70,1,amazon
19037,Jul 26 2019 19:28:16.542346000 MST,0.00212,216.354253,548,70,0,amazon
19038,Jul 26 2019 19:28:16.542377000 MST,3.10E-05,216.354284,3978,70,1,amazon
19039,Jul 26 2019 19:28:16.545297000 MST,0.00292,216.357204,2784,70,1,amazon
19040,Jul 26 2019 19:28:16.547330000 MST,0.002033,216.359237,1398,70,1,amazon
19041,Jul 26 2019 19:28:16.548205000 MST,0.000875,216.360112,3317,70,1,amazon
19042,Jul 26 2019 19:28:16.551154000 MST,0.002949,216.363061,3317,70,1,amazon
19043,Jul 26 2019 19:28:16.552291000 MST,0.001137,216.364198,2784,70,1,amazon
19044,Jul 26 2019 19:28:16.554252000 MST,0.001961,216.366159,2784,70,1,amazon
19045,Jul 26 2019 19:28:16.557209000 MST,0.002957,216.369116,2784,70,1,amazon
19046,Jul 26 2019 19:28:16.561289000 MST,0.00408,216.373196,2784,70,1,amazon
19047,Jul 26 2019 19:28:16.562249000 MST,0.00096,216.374156,548,70,0,amazon
19048,Jul 26 2019 19:28:16.563246000 MST,0.000997,216.375153,3978,70,1,amazon
19049,Jul 26 2019 19:28:16.564359000 MST,0.001113,216.376266,3837,70,1,amazon
19050,Jul 26 2019 19:28:16.566243000 MST,0.001884,216.37815,2784,70,1,amazon
19051,Jul 26 2019 19:28:16.570212000 MST,0.003969,216.382119,2784,70,1,amazon
19052,Jul 26 2019 19:28:16.573181000 MST,0.002969,216.385088,3978,70,1,amazon
19053,Jul 26 2019 19:28:16.575302000 MST,0.002121,216.387209,1398,70,1,amazon
19054,Jul 26 2019 19:28:16.576214000 MST,0.000912,216.388121,2784,70,1,amazon
19055,Jul 26 2019 19:28:16.579208000 MST,0.002994,216.391115,3557,70,1,amazon
19056,Jul 26 2019 19:28:16.580337000 MST,0.001129,216.392244,3077,70,1,amazon
19057,Jul 26 2019 19:28:16.582295000 MST,0.001958,216.394202,548,70,0,amazon
19058,Jul 26 2019 19:28:16.582321000 MST,2.60E-05,216.394228,1398,70,1,amazon
19059,Jul 26 2019 19:28:16.585232000 MST,0.002911,216.397139,3978,70,1,amazon
19060,Jul 26 2019 19:28:16.586320000 MST,0.001088,216.398227,1302,70,1,amazon
19061,Jul 26 2019 19:28:16.589329000 MST,0.003009,216.401236,2592,70,1,amazon
19062,Jul 26 2019 19:28:16.591280000 MST,0.001951,216.403187,2784,70,1,amazon
19063,Jul 26 2019 19:28:16.592222000 MST,0.000942,216.404129,3978,70,1,amazon
19064,Jul 26 2019 19:28:16.594378000 MST,0.002156,216.406285,3317,70,1,amazon
19065,Jul 26 2019 19:28:16.595185000 MST,0.000807,216.407092,588,70,1,amazon
19066,Jul 26 2019 19:28:16.598216000 MST,0.003031,216.410123,2784,70,1,amazon
19067,Jul 26 2019 19:28:16.601244000 MST,0.003028,216.413151,3978,70,1,amazon
19068,Jul 26 2019 19:28:16.602360000 MST,0.001116,216.414267,548,70,0,amazon
19069,Jul 26 2019 19:28:16.603169000 MST,0.000809,216.415076,1398,70,1,amazon
19070,Jul 26 2019 19:28:16.604217000 MST,0.001048,216.416124,2784,70,1,amazon
19071,Jul 26 2019 19:28:16.607269000 MST,0.003052,216.419176,2784,70,1,amazon
19072,Jul 26 2019 19:28:16.608346000 MST,0.001077,216.420253,1398,70,1,amazon
19073,Jul 26 2019 19:28:16.610280000 MST,0.001934,216.422187,3978,70,1,amazon
19074,Jul 26 2019 19:28:16.613297000 MST,0.003017,216.425204,3978,70,1,amazon
19075,Jul 26 2019 19:28:16.614216000 MST,0.000919,216.426123,1398,70,1,amazon
19076,Jul 26 2019 19:28:16.617183000 MST,0.002967,216.42909,2784,70,1,amazon
19077,Jul 26 2019 19:28:16.619309000 MST,0.002126,216.431216,2592,70,1,amazon
19078,Jul 26 2019 19:28:16.620224000 MST,0.000915,216.432131,56,70,1,amazon
19079,Jul 26 2019 19:28:16.622368000 MST,0.002144,216.434275,548,70,0,amazon
19080,Jul 26 2019 19:28:16.623218000 MST,0.00085,216.435125,3978,70,1,amazon
19081,Jul 26 2019 19:28:16.624300000 MST,0.001082,216.436207,1302,70,1,amazon
19082,Jul 26 2019 19:28:16.626260000 MST,0.00196,216.438167,3978,70,1,amazon
19083,Jul 26 2019 19:28:16.628191000 MST,0.001931,216.440098,3978,70,1,amazon
19084,Jul 26 2019 19:28:16.630373000 MST,0.002182,216.44228,2784,70,1,amazon
19085,Jul 26 2019 19:28:16.633352000 MST,0.002979,216.445259,2784,70,1,amazon
19086,Jul 26 2019 19:28:16.637234000 MST,0.003882,216.449141,3978,70,1,amazon
19087,Jul 26 2019 19:28:16.639192000 MST,0.001958,216.451099,1398,70,1,amazon
19088,Jul 26 2019 19:28:16.640319000 MST,0.001127,216.452226,3978,70,1,amazon
19089,Jul 26 2019 19:28:16.642375000 MST,0.002056,216.454282,548,70,0,amazon
19090,Jul 26 2019 19:28:16.642411000 MST,3.60E-05,216.454318,3978,70,1,amazon
19091,Jul 26 2019 19:28:16.644352000 MST,0.001941,216.456259,2784,70,1,amazon
19092,Jul 26 2019 19:28:16.649435000 MST,0.005083,216.461342,3557,70,1,amazon
19093,Jul 26 2019 19:28:16.651231000 MST,0.001796,216.463138,1707,70,1,amazon
19094,Jul 26 2019 19:28:16.653202000 MST,0.001971,216.465109,2784,70,1,amazon
19095,Jul 26 2019 19:28:16.654315000 MST,0.001113,216.466222,2784,70,1,amazon
19096,Jul 26 2019 19:28:16.656242000 MST,0.001927,216.468149,1398,70,1,amazon
19097,Jul 26 2019 19:28:16.658236000 MST,0.001994,216.470143,3978,70,1,amazon
19098,Jul 26 2019 19:28:16.659252000 MST,0.001016,216.471159,2784,70,1,amazon
19099,Jul 26 2019 19:28:16.662318000 MST,0.003066,216.474225,548,70,0,amazon
19100,Jul 26 2019 19:28:16.663293000 MST,0.000975,216.4752,3978,70,1,amazon
19101,Jul 26 2019 19:28:16.664213000 MST,0.00092,216.47612,1398,70,1,amazon
19102,Jul 26 2019 19:28:16.668323000 MST,0.00411,216.48023,3978,70,1,amazon
19103,Jul 26 2019 19:28:16.669197000 MST,0.000874,216.481104,1398,70,1,amazon
19104,Jul 26 2019 19:28:16.673258000 MST,0.004061,216.485165,3978,70,1,amazon
19105,Jul 26 2019 19:28:16.674370000 MST,0.001112,216.486277,3557,70,1,amazon
19106,Jul 26 2019 19:28:16.675205000 MST,0.000835,216.487112,660,70,1,amazon
19107,Jul 26 2019 19:28:16.682364000 MST,0.007159,216.494271,548,70,0,amazon
19108,Jul 26 2019 19:28:16.702237000 MST,0.019873,216.514144,548,70,0,amazon
19109,Jul 26 2019 19:28:16.722281000 MST,0.020044,216.534188,548,70,0,amazon
19110,Jul 26 2019 19:28:17.882329000 MST,1.160048,217.694236,548,70,0,amazon
19111,Jul 26 2019 19:28:17.894363000 MST,0.012034,217.70627,2976,70,1,amazon
19112,Jul 26 2019 19:28:17.895218000 MST,0.000855,217.707125,3557,70,1,amazon
19113,Jul 26 2019 19:28:17.896298000 MST,0.00108,217.708205,3557,70,1,amazon
19114,Jul 26 2019 19:28:17.897136000 MST,0.000838,217.709043,3557,70,1,amazon
19115,Jul 26 2019 19:28:17.898278000 MST,0.001142,217.710185,1446,70,1,amazon
19116,Jul 26 2019 19:28:17.899275000 MST,0.000997,217.711182,1350,70,1,amazon
19117,Jul 26 2019 19:28:17.900202000 MST,0.000927,217.712109,2688,70,1,amazon
19118,Jul 26 2019 19:28:17.901214000 MST,0.001012,217.713121,2688,70,1,amazon
19119,Jul 26 2019 19:28:17.910341000 MST,0.009127,217.722248,3557,70,1,amazon
19120,Jul 26 2019 19:28:17.912289000 MST,0.001948,217.724196,3557,70,1,amazon
19121,Jul 26 2019 19:28:17.913305000 MST,0.001016,217.725212,3557,70,1,amazon
19122,Jul 26 2019 19:28:17.914246000 MST,0.000941,217.726153,2976,70,1,amazon
19123,Jul 26 2019 19:28:17.915254000 MST,0.001008,217.727161,468,70,1,amazon
19124,Jul 26 2019 19:28:17.922252000 MST,0.006998,217.734159,548,70,0,amazon
19125,Jul 26 2019 19:28:17.942294000 MST,0.020042,217.754201,548,70,0,amazon
19126,Jul 26 2019 19:28:17.951325000 MST,0.009031,217.763232,404,70,0,amazon
19127,Jul 26 2019 19:28:20.402365000 MST,2.45104,220.214272,548,70,0,amazon
19128,Jul 26 2019 19:28:20.411164000 MST,0.008799,220.223071,268,70,0,amazon
19129,Jul 26 2019 19:28:20.414227000 MST,0.003063,220.226134,3317,70,1,amazon
19130,Jul 26 2019 19:28:20.415229000 MST,0.001002,220.227136,3978,70,1,amazon
19131,Jul 26 2019 19:28:20.416335000 MST,0.001106,220.228242,3978,70,1,amazon
